-6.000000000000000000e+00 1.099830797703144647e+01
-5.878787878787878896e+00 1.099662015366172874e+01
-5.757575757575757791e+00 1.086958319112884475e+01
-5.636363636363636687e+00 1.099450019342146412e+01
-5.515151515151515582e+00 1.099848741192937140e+01
-5.393939393939393590e+00 1.099893204073179298e+01
-5.272727272727272485e+00 1.099860096524455244e+01
-5.151515151515151381e+00 1.299513776119693631e+01
-5.030303030303030276e+00 1.285502314017587189e+01
-4.909090909090909172e+00 1.299733175881068092e+01
-4.787878787878788067e+00 1.299892471251448356e+01
-4.666666666666666075e+00 1.299914117747106346e+01
-4.545454545454544970e+00 1.299887408400252120e+01
-4.424242424242423866e+00 1.299657329521130222e+01
-4.303030303030302761e+00 1.282519571111617829e+01
-4.181818181818181657e+00 1.299794328819154110e+01
-4.060606060606060552e+00 1.499896903436180295e+01
-3.939393939393939448e+00 1.499919696797909197e+01
-3.818181818181818343e+00 1.499901957899518834e+01
-3.696969696969696795e+00 1.499713414739026263e+01
-3.575757575757575690e+00 1.497883897536684472e+01
-3.454545454545454586e+00 1.499876608038673353e+01
-3.333333333333333037e+00 1.499923498734153071e+01
-3.212121212121211933e+00 1.499925887299900751e+01
-3.090909090909090828e+00 1.499914171345148262e+01
-2.969696969696969724e+00 1.399903434830556748e+01
-2.848484848484848619e+00 1.199925647973242882e+01
-2.727272727272727071e+00 1.199896095387947170e+01
-2.606060606060605966e+00 1.199806790910330889e+01
-2.484848484848484862e+00 9.984687024230836982e+00
-2.363636363636363313e+00 9.995526078512190438e+00
-2.242424242424242209e+00 9.997088966952437872e+00
-2.121212121212121104e+00 9.988825516311868213e+00
-2.000000000000000000e+00 9.970685035511891670e+00
-1.878787878787878896e+00 7.991944227038576543e+00
-1.757575757575757791e+00 5.324420336504804396e+00
-1.636363636363636687e+00 5.974638365053229094e+00
-1.515151515151514694e+00 5.624677367996781641e+00
-1.393939393939393590e+00 5.986948031240901358e+00
-1.272727272727272485e+00 5.992883924140780749e+00
-1.151515151515151381e+00 3.999682968675678296e+00
-1.030303030303030276e+00 3.999762299304566948e+00
-9.090909090909091717e-01 3.999805866209853455e+00
-7.878787878787880672e-01 3.999819880740805189e+00
-6.666666666666660745e-01 1.999905359764822865e+00
-5.454545454545449701e-01 1.999911139050396525e+00
-4.242424242424238656e-01 1.999899848819873593e+00
-3.030303030303027612e-01 1.101450023900345932e-08
-1.818181818181816567e-01 1.909856342368822754e-10
-6.060606060606055223e-02 6.907633086743114034e-11
6.060606060606055223e-02 6.907633086743114034e-11
1.818181818181816567e-01 1.909856342368822754e-10
3.030303030303027612e-01 1.101450023900345932e-08
4.242424242424247538e-01 1.999899848819871373e+00
5.454545454545458583e-01 1.999911139050395192e+00
6.666666666666669627e-01 1.999905359764826418e+00
7.878787878787880672e-01 3.999819880740805189e+00
9.090909090909091717e-01 3.999805866209853455e+00
1.030303030303030276e+00 3.999762299304566948e+00
1.151515151515151381e+00 3.999682968675678296e+00
1.272727272727273373e+00 5.992883924140736340e+00
1.393939393939394478e+00 5.986948031241007051e+00
1.515151515151515582e+00 5.624677367996703481e+00
1.636363636363636687e+00 5.974638365053229094e+00
1.757575757575757791e+00 5.324420336504804396e+00
1.878787878787878896e+00 7.991944227038576543e+00
2.000000000000000000e+00 9.970685035511891670e+00
2.121212121212121104e+00 9.988825516311868213e+00
2.242424242424242209e+00 9.997088966952437872e+00
2.363636363636363313e+00 9.995526078512190438e+00
2.484848484848484418e+00 9.984687024230835206e+00
2.606060606060605522e+00 1.199806790910330179e+01
2.727272727272726627e+00 1.199896095387946993e+01
2.848484848484849508e+00 1.199925647973242349e+01
2.969696969696970612e+00 1.399903434830256899e+01
3.090909090909091717e+00 1.499914171345148439e+01
3.212121212121212821e+00 1.499925887299900040e+01
3.333333333333333925e+00 1.499923498734153071e+01
3.454545454545455030e+00 1.499876608038674419e+01
3.575757575757576134e+00 1.497883897536682696e+01
3.696969696969697239e+00 1.499713414739026263e+01
3.818181818181818343e+00 1.499901957899518834e+01
3.939393939393939448e+00 1.499919696797909197e+01
4.060606060606060552e+00 1.499896903436180295e+01
4.181818181818181657e+00 1.299794328819154110e+01
4.303030303030302761e+00 1.282519571111617829e+01
4.424242424242423866e+00 1.299657329521130222e+01
4.545454545454544970e+00 1.299887408400252120e+01
4.666666666666667851e+00 1.299914117747105280e+01
4.787878787878788955e+00 1.299892471251448534e+01
4.909090909090910060e+00 1.299733175881067737e+01
5.030303030303031164e+00 1.285502314017585057e+01
5.151515151515152269e+00 1.299513776119693986e+01
5.272727272727273373e+00 1.099860096524455599e+01
5.393939393939394478e+00 1.099893204073178765e+01
5.515151515151515582e+00 1.099848741192937140e+01
5.636363636363636687e+00 1.099450019342146412e+01
5.757575757575757791e+00 1.086958319112884475e+01
5.878787878787878896e+00 1.099662015366172874e+01
6.000000000000000000e+00 1.099830797703144647e+01
