4.269999999999999574e+00 -1.501241881782551801e-01 -7.021241881782551708e-01 -4.261241881782552032e-01
1.280999999999999872e+01 -1.471241881782551775e-01 -6.991241881782552792e-01 -4.231241881782552006e-01
2.134999999999999787e+01 -1.471241881782551775e-01 -6.991241881782552792e-01 -4.231241881782552006e-01
2.988999999999999702e+01 -1.501241881782551801e-01 -7.021241881782551708e-01 -4.261241881782552032e-01
3.842999999999999261e+01 -1.501241881782551801e-01 -7.021241881782551708e-01 -4.261241881782552032e-01
4.696999999999999886e+01 -1.471241881782551775e-01 -6.991241881782552792e-01 -4.231241881782552006e-01
5.550999999999999091e+01 -1.471241881782551775e-01 -6.991241881782552792e-01 -4.231241881782552006e-01
6.404999999999999716e+01 -1.471241881782551775e-01 -6.991241881782552792e-01 -4.231241881782552006e-01
7.258999999999998920e+01 -1.471241881782551775e-01 -6.991241881782552792e-01 -4.231241881782552006e-01
8.112999999999999545e+01 -1.293786112852023940e-01 -6.813786112852024957e-01 -4.053786112852024170e-01
8.966999999999998749e+01 -1.293786112852023940e-01 -6.813786112852024957e-01 -4.053786112852024170e-01
9.820999999999999375e+01 -1.293786112852023940e-01 -6.813786112852024957e-01 -4.053786112852024170e-01
1.067499999999999858e+02 -1.139999999999999902e-01 -6.660000000000000364e-01 -3.900000000000000133e-01
1.152899999999999920e+02 -1.139999999999999902e-01 -6.660000000000000364e-01 -3.900000000000000133e-01
1.238299999999999841e+02 -1.039999999999999813e-01 -6.560000000000000275e-01 -3.800000000000000044e-01
