  0.00000000E+00 -0.10129470E+02
  0.48978493E-02 -0.10129047E+02
  0.97956986E-02 -0.10127779E+02
  0.14693548E-01 -0.10125680E+02
  0.19591397E-01 -0.10122770E+02
  0.24489247E-01 -0.10119078E+02
  0.29387096E-01 -0.10114641E+02
  0.34284945E-01 -0.10109508E+02
  0.39182794E-01 -0.10103736E+02
  0.44080644E-01 -0.10097394E+02
  0.48978493E-01 -0.10090562E+02
  0.53876342E-01 -0.10083334E+02
  0.58774192E-01 -0.10075812E+02
  0.63672041E-01 -0.10068115E+02
  0.68569890E-01 -0.10060369E+02
  0.73467740E-01 -0.10052715E+02
  0.78365589E-01 -0.10045298E+02
  0.83263438E-01 -0.10038271E+02
  0.88161287E-01 -0.10031789E+02
  0.93059137E-01 -0.10026004E+02
  0.97956986E-01 -0.10021058E+02
  0.10285484E+00 -0.10017079E+02
  0.10775268E+00 -0.10014177E+02
  0.11265053E+00 -0.10012435E+02
  0.11754838E+00 -0.10011908E+02
  0.12244623E+00 -0.10012623E+02
  0.12734408E+00 -0.10014577E+02
  0.13224193E+00 -0.10017742E+02
  0.13713978E+00 -0.10022067E+02
  0.14203763E+00 -0.10027486E+02
  0.14693548E+00 -0.10033920E+02
  0.15183333E+00 -0.10041283E+02
  0.15673118E+00 -0.10049487E+02
  0.16162903E+00 -0.10058443E+02
  0.16652688E+00 -0.10068068E+02
  0.17142473E+00 -0.10078281E+02
  0.17632257E+00 -0.10089007E+02
  0.18122042E+00 -0.10100179E+02
  0.18611827E+00 -0.10111735E+02
  0.19101612E+00 -0.10123618E+02
  0.19591397E+00 -0.10135779E+02
  0.20081182E+00 -0.10148173E+02
  0.20570967E+00 -0.10160760E+02
  0.21060752E+00 -0.10173505E+02
  0.21550537E+00 -0.10186378E+02
  0.22040322E+00 -0.10199351E+02
  0.22530107E+00 -0.10212400E+02
  0.23019892E+00 -0.10225505E+02
  0.23509677E+00 -0.10238646E+02
  0.23999462E+00 -0.10251807E+02
  0.24489247E+00 -0.10264974E+02
  0.24979031E+00 -0.10278136E+02
  0.25468816E+00 -0.10291280E+02
  0.25958601E+00 -0.10304398E+02
  0.26448386E+00 -0.10317480E+02
  0.26938171E+00 -0.10330520E+02
  0.27427956E+00 -0.10343511E+02
  0.27917741E+00 -0.10356446E+02
  0.28407526E+00 -0.10369322E+02
  0.28897311E+00 -0.10382132E+02
  0.29387096E+00 -0.10394873E+02
  0.29876881E+00 -0.10407540E+02
  0.30366666E+00 -0.10420130E+02
  0.30856451E+00 -0.10432639E+02
  0.31346236E+00 -0.10445064E+02
  0.31836020E+00 -0.10457401E+02
  0.32325805E+00 -0.10469648E+02
  0.32815590E+00 -0.10481801E+02
  0.33305375E+00 -0.10493858E+02
  0.33795160E+00 -0.10505815E+02
  0.34284945E+00 -0.10517670E+02
  0.34774730E+00 -0.10529420E+02
  0.35264515E+00 -0.10541062E+02
  0.35754300E+00 -0.10552594E+02
  0.36244085E+00 -0.10564013E+02
  0.36733870E+00 -0.10575316E+02
  0.37223655E+00 -0.10586502E+02
  0.37713440E+00 -0.10597567E+02
  0.38203225E+00 -0.10608510E+02
  0.38693009E+00 -0.10619328E+02
  0.39182794E+00 -0.10630019E+02
  0.39672579E+00 -0.10640582E+02
  0.40162364E+00 -0.10651015E+02
  0.40652149E+00 -0.10661315E+02
  0.41141934E+00 -0.10671482E+02
  0.41631719E+00 -0.10681513E+02
  0.42121504E+00 -0.10691408E+02
  0.42611289E+00 -0.10701165E+02
  0.43101074E+00 -0.10710784E+02
  0.43590859E+00 -0.10720262E+02
  0.44080644E+00 -0.10729599E+02
  0.44570429E+00 -0.10738795E+02
  0.45060214E+00 -0.10747848E+02
  0.45549999E+00 -0.10756757E+02
  0.46039783E+00 -0.10765523E+02
  0.46529568E+00 -0.10774143E+02
  0.47019353E+00 -0.10782618E+02
  0.47509138E+00 -0.10790947E+02
  0.47998923E+00 -0.10799128E+02
  0.48488708E+00 -0.10807163E+02
  0.48978493E+00 -0.10815049E+02
  0.49468278E+00 -0.10822787E+02
  0.49958063E+00 -0.10830376E+02
  0.50447848E+00 -0.10837815E+02
  0.50937633E+00 -0.10845103E+02
  0.51427418E+00 -0.10852241E+02
  0.51917203E+00 -0.10859228E+02
  0.52406988E+00 -0.10866063E+02
  0.52896772E+00 -0.10872746E+02
  0.53386557E+00 -0.10879277E+02
  0.53876342E+00 -0.10885654E+02
  0.54366127E+00 -0.10891879E+02
  0.54855912E+00 -0.10897949E+02
  0.55345697E+00 -0.10903866E+02
  0.55835482E+00 -0.10909629E+02
  0.56325267E+00 -0.10915237E+02
  0.56815052E+00 -0.10920690E+02
  0.57304837E+00 -0.10925989E+02
  0.57794622E+00 -0.10931132E+02
  0.58284407E+00 -0.10936121E+02
  0.58774192E+00 -0.10940953E+02
  0.59263977E+00 -0.10945631E+02
  0.59753761E+00 -0.10950152E+02
  0.60243546E+00 -0.10954517E+02
  0.60733331E+00 -0.10958726E+02
