-3.141592653589793116e+00 -6.641121893174391388e+00 -6.641121893174378066e+00 -6.239978879157923153e+00 -6.239978879157921376e+00 -6.239978879157903613e+00 -6.239978879157900060e+00 -5.144190898479579666e+00 -5.144190898479567231e+00 -5.144190898479564567e+00 -5.144190898479558349e+00 -3.740061976446809489e+00 -3.740061976446804604e+00 -3.740061976446801939e+00 -3.740061976446797498e+00 -2.970000000000003748e+00 -2.969999999999997975e+00 2.970000000000000639e+00 2.970000000000005969e+00 3.740061976446797054e+00 3.740061976446805492e+00 3.740061976446806824e+00 3.740061976446808156e+00 5.144190898479564567e+00 5.144190898479569896e+00 5.144190898479569896e+00 5.144190898479569896e+00 6.239978879157909830e+00 6.239978879157909830e+00 6.239978879157913383e+00 6.239978879157918712e+00 6.641121893174367408e+00 6.641121893174393165e+00
-3.131120678077827346e+00 -6.655016427736475393e+00 -6.627198227498388050e+00 -6.253640323244820109e+00 -6.253640323244797905e+00 -6.226287459807836377e+00 -6.226287459807822167e+00 -5.156872452381409566e+00 -5.156872452381406013e+00 -5.131478004422300288e+00 -5.131478004422299399e+00 -3.749501556616584796e+00 -3.749501556616575471e+00 -3.730598511265481587e+00 -3.730598511265480255e+00 -2.969999999999999307e+00 -2.969999999999997531e+00 2.969999999999986873e+00 2.970000000000002860e+00 3.730598511265474926e+00 3.730598511265486028e+00 3.749501556616572806e+00 3.749501556616575026e+00 5.131478004422286077e+00 5.131478004422289629e+00 5.156872452381399796e+00 5.156872452381409566e+00 6.226287459807820390e+00 6.226287459807820390e+00 6.253640323244805899e+00 6.253640323244823662e+00 6.627198227498378280e+00 6.655016427736458517e+00
-3.120648702565861576e+00 -6.668881633530760134e+00 -6.613245629640258194e+00 -6.267271614776856126e+00 -6.267271614776843691e+00 -6.212566243613508732e+00 -6.212566243613503403e+00 -5.169522550379030079e+00 -5.169522550379028303e+00 -5.118733886531188659e+00 -5.118733886531182442e+00 -3.758917173900822029e+00 -3.758917173900812703e+00 -3.721111239277837601e+00 -3.721111239277836269e+00 -2.970000000000005080e+00 -2.970000000000003304e+00 2.969999999999999751e+00 2.970000000000009521e+00 3.721111239277845595e+00 3.721111239277848259e+00 3.758917173900816699e+00 3.758917173900822917e+00 5.118733886531186883e+00 5.118733886531201982e+00 5.169522550379037185e+00 5.169522550379040737e+00 6.212566243613500738e+00 6.212566243613517614e+00 6.267271614776849020e+00 6.267271614776852573e+00 6.613245629640269740e+00 6.668881633530768127e+00
-3.110176727053895807e+00 -6.682717314169709155e+00 -6.599264299821345325e+00 -6.280872577579102334e+00 -6.280872577579089011e+00 -6.198815410131912174e+00 -6.198815410131892634e+00 -5.182141077291921860e+00 -5.182141077291917419e+00 -5.105958661705332524e+00 -5.105958661705327195e+00 -3.768308750754757241e+00 -3.768308750754752801e+00 -3.711600239022446068e+00 -3.711600239022445180e+00 -2.970000000000004636e+00 -2.969999999999997975e+00 2.969999999999999751e+00 2.970000000000000195e+00 3.711600239022443848e+00 3.711600239022443848e+00 3.768308750754750580e+00 3.768308750754754577e+00 5.105958661705331636e+00 5.105958661705337853e+00 5.182141077291922748e+00 5.182141077291928077e+00 6.198815410131897075e+00 6.198815410131901515e+00 6.280872577579079241e+00 6.280872577579092564e+00 6.599264299821371971e+00 6.682717314169707379e+00
-3.099704751541930037e+00 -6.696523274520614244e+00 -6.585254439564475426e+00 -6.294443036582975104e+00 -6.294443036582954676e+00 -6.185035140068813497e+00 -6.185035140068806392e+00 -5.194727918503413200e+00 -5.194727918503402542e+00 -5.093152447425986828e+00 -5.093152447425985052e+00 -3.777676209960830978e+00 -3.777676209960826981e+00 -3.702065589373360943e+00 -3.702065589373355614e+00 -2.970000000000018847e+00 -2.969999999999998863e+00 2.969999999999992202e+00 2.970000000000000195e+00 3.702065589373355170e+00 3.702065589373360499e+00 3.777676209960831422e+00 3.777676209960838083e+00 5.093152447425979723e+00 5.093152447425982388e+00 5.194727918503407871e+00 5.194727918503410535e+00 6.185035140068806392e+00 6.185035140068808168e+00 6.294443036582952899e+00 6.294443036582960893e+00 6.585254439564483420e+00 6.696523274520630231e+00
-3.089232776029964267e+00 -6.710299320694685044e+00 -6.571216251705952693e+00 -6.307982817816101928e+00 -6.307982817816096599e+00 -6.171225615289925415e+00 -6.171225615289922750e+00 -5.207282959956231139e+00 -5.207282959956225810e+00 -5.080315361761469362e+00 -5.080315361761462256e+00 -3.787019474626754256e+00 -3.787019474626751592e+00 -3.692507369542286089e+00 -3.692507369542285645e+00 -2.969999999999999751e+00 -2.969999999999996643e+00 2.970000000000003304e+00 2.970000000000019291e+00 3.692507369542286089e+00 3.692507369542294082e+00 3.787019474626748039e+00 3.787019474626756921e+00 5.080315361761460480e+00 5.080315361761462256e+00 5.207282959956224033e+00 5.207282959956236468e+00 6.171225615289919197e+00 6.171225615289926303e+00 6.307982817816102816e+00 6.307982817816105481e+00 6.571216251705937594e+00 6.710299320694666392e+00
-3.078760800517998497e+00 -6.724045260035727445e+00 -6.557149940407875022e+00 -6.321491748392285004e+00 -6.321491748392274346e+00 -6.157387018832110037e+00 -6.157387018832097603e+00 -5.219806088148336798e+00 -5.219806088148332357e+00 -5.067447523372067941e+00 -5.067447523372064389e+00 -3.796338468183567461e+00 -3.796338468183562131e+00 -3.682925659080841907e+00 -3.682925659080840131e+00 -2.970000000000006857e+00 -2.970000000000005524e+00 2.970000000000001972e+00 2.970000000000002416e+00 3.682925659080845460e+00 3.682925659080845904e+00 3.796338468183561243e+00 3.796338468183561243e+00 5.067447523372059948e+00 5.067447523372067941e+00 5.219806088148329692e+00 5.219806088148335910e+00 6.157387018832108261e+00 6.157387018832127801e+00 6.321491748392270793e+00 6.321491748392272569e+00 6.557149940407866140e+00 6.724045260035729221e+00
-3.068288825006032727e+00 -6.737760901109394851e+00 -6.543055711170521427e+00 -6.334969656501486135e+00 -6.334969656501455049e+00 -6.143519534914777758e+00 -6.143519534914751112e+00 -5.232297190128617714e+00 -5.232297190128587516e+00 -5.054549051515106584e+00 -5.054549051515095037e+00 -3.805633114383815130e+00 -3.805633114383807136e+00 -3.673320537882810211e+00 -3.673320537882807102e+00 -2.970000000000000639e+00 -2.969999999999990870e+00 2.969999999999991758e+00 2.970000000000001972e+00 3.673320537882816428e+00 3.673320537882817760e+00 3.805633114383812021e+00 3.805633114383815574e+00 5.054549051515103919e+00 5.054549051515111024e+00 5.232297190128611497e+00 5.232297190128615050e+00 6.143519534914769764e+00 6.143519534914769764e+00 6.334969656501468371e+00 6.334969656501468371e+00 6.543055711170540079e+00 6.737760901109412615e+00
-3.057816849494066958e+00 -6.751446053692469640e+00 -6.528933770845026352e+00 -6.348416371400262825e+00 -6.348416371400262825e+00 -6.129623348951450446e+00 -6.129623348951438011e+00 -5.244756153492879491e+00 -5.244756153492875939e+00 -5.041620066050070292e+00 -5.041620066050067628e+00 -3.814903337299713204e+00 -3.814903337299708319e+00 -3.663692086186547403e+00 -3.663692086186544294e+00 -2.970000000000004192e+00 -2.970000000000001528e+00 2.969999999999997975e+00 2.969999999999998863e+00 3.663692086186544739e+00 3.663692086186547847e+00 3.814903337299704766e+00 3.814903337299705655e+00 5.041620066050064075e+00 5.041620066050065851e+00 5.244756153492874162e+00 5.244756153492874162e+00 6.129623348951450446e+00 6.129623348951453998e+00 6.348416371400266378e+00 6.348416371400268154e+00 6.528933770845012141e+00 6.751446053692481186e+00
-3.047344873982101188e+00 -6.765100528762216570e+00 -6.514784327645949169e+00 -6.361831723402158190e+00 -6.361831723402154637e+00 -6.115698647561668366e+00 -6.115698647561656820e+00 -5.257182866379770836e+00 -5.257182866379754849e+00 -5.028660687443839983e+00 -5.028660687443826660e+00 -3.824149061321332699e+00 -3.824149061321328258e+00 -3.654040384577265321e+00 -3.654040384577261769e+00 -2.970000000000001972e+00 -2.970000000000001972e+00 2.970000000000006857e+00 2.970000000000007745e+00 3.654040384577261324e+00 3.654040384577275535e+00 3.824149061321327814e+00 3.824149061321328702e+00 5.028660687443833766e+00 5.028660687443843536e+00 5.257182866379762842e+00 5.257182866379773500e+00 6.115698647561675472e+00 6.115698647561675472e+00 6.361831723402159966e+00 6.361831723402178618e+00 6.514784327645958051e+00 6.765100528762222787e+00
