-3.141592653589793116e+00 -2.970000000000003304e+00 -2.970000000000001972e+00 -2.970000000000001972e+00 -2.970000000000001528e+00 -2.970000000000000639e+00 -2.969999999999999751e+00 -2.969999999999999751e+00 -2.969999999999999751e+00 -2.969999999999998863e+00 -2.969999999999998863e+00 2.969999999999998419e+00 2.969999999999998863e+00 2.969999999999998863e+00 2.969999999999998863e+00 2.970000000000000195e+00 2.970000000000000195e+00 2.970000000000000639e+00 2.970000000000000639e+00 2.970000000000000639e+00 2.970000000000001528e+00
-3.131120678077827346e+00 -3.001101625158629549e+00 -2.995217532388125825e+00 -2.995217532388124937e+00 -2.979757748476224766e+00 -2.979757748476222989e+00 -2.960536840265786118e+00 -2.960536840265785674e+00 -2.944894999121327128e+00 -2.944894999121325796e+00 -2.938898374841369954e+00 2.938898374841369510e+00 2.944894999121324020e+00 2.944894999121328905e+00 2.960536840265783454e+00 2.960536840265784786e+00 2.979757748476222101e+00 2.979757748476222101e+00 2.995217532388121384e+00 2.995217532388132931e+00 3.001101625158635322e+00
-3.120648702565861576e+00 -3.032202397650500814e+00 -3.020544081983706164e+00 -3.020544081983704832e+00 -2.989806921890584057e+00 -2.989806921890578284e+00 -2.951371350128977333e+00 -2.951371350128972004e+00 -2.919906115843480698e+00 -2.919906115843478034e+00 -2.907797602349500465e+00 2.907797602349510235e+00 2.919906115843476702e+00 2.919906115843481142e+00 2.951371350128972004e+00 2.951371350128976001e+00 2.989806921890576952e+00 2.989806921890587166e+00 3.020544081983707940e+00 3.020544081983710605e+00 3.032202397650507919e+00
-3.110176727053895807e+00 -3.063301464832213661e+00 -3.045976204601229753e+00 -3.045976204601229309e+00 -3.000144277938183723e+00 -3.000144277938179282e+00 -2.942506523057245360e+00 -2.942506523057245360e+00 -2.895037009725915045e+00 -2.895037009725914601e+00 -2.876698535167785398e+00 2.876698535167788062e+00 2.895037009725915045e+00 2.895037009725917709e+00 2.942506523057246692e+00 2.942506523057248025e+00 3.000144277938185944e+00 3.000144277938189052e+00 3.045976204601227089e+00 3.045976204601235970e+00 3.063301464832216769e+00
-3.099704751541930037e+00 -3.094397974107135685e+00 -3.071510524508386908e+00 -3.071510524508386908e+00 -3.010766500256638167e+00 -3.010766500256631506e+00 -2.933945260712333969e+00 -2.933945260712329528e+00 -2.870291415476507790e+00 -2.870291415476506902e+00 -2.845602025892864262e+00 2.845602025892865594e+00 2.870291415476507790e+00 2.870291415476510899e+00 2.933945260712321979e+00 2.933945260712333969e+00 3.010766500256628397e+00 3.010766500256640388e+00 3.071510524508380691e+00 3.071510524508399342e+00 3.094397974107132132e+00
-3.089232776029964267e+00 -3.125491072948755722e+00 -3.097143732775775149e+00 -3.097143732775773373e+00 -3.021670202853789622e+00 -3.021670202853786513e+00 -2.925690368565864841e+00 -2.925690368565860400e+00 -2.845673144628745099e+00 -2.845673144628744211e+00 -2.814508927051237119e+00 2.814508927051235787e+00 2.845673144628741102e+00 2.845673144628745099e+00 2.925690368565865285e+00 2.925690368565872834e+00 3.021670202853785181e+00 3.021670202853789178e+00 3.097143732775776925e+00 3.097143732775778702e+00 3.125491072948771709e+00
-3.078760800517998497e+00 -3.156579908924080691e+00 -3.122872585642497700e+00 -3.122872585642497256e+00 -3.032851934508665526e+00 -3.032851934508659753e+00 -2.917744551562950317e+00 -2.917744551562948985e+00 -2.821186087210623139e+00 -2.821186087210620919e+00 -2.783420091075921476e+00 2.783420091075929914e+00 2.821186087210619586e+00 2.821186087210623583e+00 2.917744551562949873e+00 2.917744551562951649e+00 3.032851934508663749e+00 3.032851934508663749e+00 3.122872585642497256e+00 3.122872585642501697e+00 3.156579908924074029e+00
-3.068288825006032727e+00 -3.187663629716943614e+00 -3.148693902900327135e+00 -3.148693902900326691e+00 -3.044308183134949886e+00 -3.044308183134945889e+00 -2.910110409847146862e+00 -2.910110409847145529e+00 -2.796834213399396418e+00 -2.796834213399391089e+00 -2.752336370283061218e+00 2.752336370283063882e+00 2.796834213399394198e+00 2.796834213399395974e+00 2.910110409847145085e+00 2.910110409847146862e+00 3.044308183134943224e+00 3.044308183134944557e+00 3.148693902900322250e+00 3.148693902900333796e+00 3.187663629716942726e+00
-3.057816849494066958e+00 -3.218741383151445312e+00 -3.174604566298731889e+00 -3.174604566298728781e+00 -3.056035380097058773e+00 -3.056035380097057885e+00 -2.902790434561067112e+00 -2.902790434561064004e+00 -2.772621575155809648e+00 -2.772621575155800322e+00 -2.721258616848565293e+00 2.721258616848555079e+00 2.772621575155800766e+00 2.772621575155808316e+00 2.902790434561067112e+00 2.902790434561068444e+00 3.056035380097059218e+00 3.056035380097059662e+00 3.174604566298722119e+00 3.174604566298736774e+00 3.218741383151439983e+00
-3.047344873982101188e+00 -3.249812317215270419e+00 -3.200601517972703647e+00 -3.200601517972699206e+00 -3.068029904469609992e+00 -3.068029904469604663e+00 -2.895787003736801868e+00 -2.895787003736800092e+00 -2.748552307830722796e+00 -2.748552307830719243e+00 -2.690187682784727752e+00 2.690187682784733081e+00 2.748552307830727681e+00 2.748552307830730346e+00 2.895787003736800980e+00 2.895787003736803644e+00 3.068029904469607771e+00 3.068029904469608216e+00 3.200601517972700094e+00 3.200601517972700982e+00 3.249812317215265534e+00
